id,demand
1000020,0.347762078832364
1000025,0.2801764285732866
1000047,0.32496896490620447
1000054,0.3248729148330731
1000064,0.3816559031970025
1000082,0.3439970807525352
1000105,0.37228285687414725
1000123,0.38399156921776056
1000124,0.380963316233334
1000144,0.36538720209180725
1000146,0.3817332748142662
1000152,0.3302711330969475
1000153,0.2760557526674529
1000155,0.42997005734472854
1000176,0.36507024259348225
1000186,0.3831958202215504
1000199,0.28237024672135586
1000208,0.46270445476487804
1000209,0.38092463047422614
1000214,0.36231554162972435
1000231,0.35498112090388667
1000239,0.279403744402799
1000245,0.2816900178904255
1000250,0.32876990184501403
1000258,0.38096059061676557
1000320,0.38096059061676557
1000360,0.38323178035508554
1000361,0.48213975768533057
1000362,0.46421911841865915
1000364,0.35727810113627273
1000379,0.4648988100902727
1000382,0.38097621153664435
1000408,0.4648982730435104
1000416,0.38097567436607216
1000426,0.38247471710897885
1000438,0.38096059061676557
1000455,0.3855029700934054
1000459,0.36767182432201834
1000467,0.2995723004750689
1000468,0.4626276203519528
1000469,0.2823546261211317
1000478,0.38096059061676557
1000481,0.3808988399441426
1000494,0.2847188080431732
1000500,0.3808988399441426
1000523,0.4798529469956167
1000531,0.37303992011124953
1000542,0.47682741969529124
1000562,0.38096059061676557
1000563,0.3625888516409671
1000564,0.4634464342639292
1000583,0.38096059061676557
1000585,0.38324740127946644
1000591,0.38096059061676557
1000609,0.3862885495807098
1000625,0.36307260487357995
1000651,0.32952696507536305
1000690,0.38171765386287226
1000698,0.3302684074128464
1000718,0.38247471710897885
1000725,0.43431039479442335
1000736,0.4611908654499902
1000744,0.34787080265146747
1000763,0.36765839183012716
1000765,0.2879466913397144
1000779,0.3650702426204953
1000781,0.38174617002753297
1000785,0.2847188080566797
1000806,0.4153013343220547
1000823,0.4641417468441661
1000852,0.3250525156421245
1000855,0.34998222464957374
1000858,0.45967673895777694
1000861,0.41889931163115546
1000886,0.3730399201135006
1000889,0.38089611548463376
1000894,0.29099056523276423
1000897,0.46111349385973954
1000903,0.38174617010406997
1000904,0.38396577869893245
1000908,0.46489608562401064
1000921,0.27461846062418227
1000940,0.3295113452247515
1000957,0.46496328644024354
1000958,0.42769614303659653
1000963,0.28320468155771317
1000964,0.4312149402824198
1000978,0.38096059061676557
1000982,0.46421911841640806
1001018,0.28396174480381975
1001019,0.45967673893751715
1001035,0.2768901875330744
1001036,0.381733274782751
1001044,0.38395288343389067
1001053,0.38096059061676557
1001074,0.38320871548209
1001075,0.46338468359130613
1001094,0.3676433080808206
1001101,0.28471827087935425
1001103,0.3573140613080763
1001126,0.3707531094507998
1001149,0.4181803970388661
1001151,0.35823464832558205
1001153,0.3302840283214697
1001165,0.41530133410595016
1001168,0.3691773954914532
1001170,0.37129510151673095
1001177,0.3712306255066745
1001179,0.3691601601896023
1001209,0.293961688152791
1001210,0.3270904280836338
1001214,0.29023296482508976
1001220,0.3432787033173115
1001225,0.27613312428696773
1001234,0.37153868893810416
1001249,0.38323178035508554
1001312,0.38173327476699337
1001322,0.34553989087310943
1001325,0.38173327478725316
1001349,0.3524002868923296
1001375,0.343283784881845
1001389,0.42893358045891533
1001396,0.3194638539513269
1001402,0.3839265558953133
1001421,0.3707687303594231
1001426,0.28471880804992644
1001442,0.37151289831347484
1001443,0.33359031683274365
1001445,0.37130799671874226
1001467,0.38097621153889544
1001471,0.3816945889921278
1001486,0.36841599225130817
1001492,0.28244761831160653
1001494,0.3831700296824625
1001514,0.3809762115681596
1001546,0.4138286190907123
1001565,0.38096059061676557
1001575,0.3715515841738818
1001580,0.4292129941548991
1001584,0.386275654263893
1001599,0.3816559031902492
1001621,0.38626003333951203
1001632,0.38096331624458946
1001649,0.46496328644024354
1001659,0.38326029659628325
1001675,0.38096059061676557
1001681,0.46421911841865915
1001688,0.4783544414277843
1001694,0.3653748440266018
1001709,0.385518053842712
1001713,0.46194792867583706
1001754,0.38097621152088673
1001770,0.2913924215922834
1001783,0.38096059061676557
1001814,0.2754284918541732
1001841,0.2886392794536892
1001845,0.281674934141119
1001849,0.46342336935491624
1001868,0.3524234425337857
1001871,0.4642191184276635
1001872,0.27277940348920227
1001875,0.4846061273525814
1001977,0.3302969236540441
1001998,0.38096059061676557
1002026,0.4160583975681613
1002031,0.38096059061676557
1002033,0.4284532052246914
1002035,0.3722957521842108
1002040,0.37946208504893325
1002044,0.3684003715430318
1002058,0.43934418007993337
1002067,0.34327870332181365
1002082,0.2794193653226778
1002084,0.37226723594301303
1002085,0.3638140474136613
1002093,0.3623284369465412
1002099,0.300303573193343
1002126,0.3653748440266018
1002131,0.3730399201135006
1002137,0.43066264427237955
1002142,0.328769409358555
1002169,0.3294490564563588
1002176,0.38096059061676557
1002183,0.3832731918883381
1002189,0.3809757190546874
1002208,0.3862627589673359
1002216,0.3808988399441426
1002232,0.38326029659628325
1002240,0.2717856943563167
1002256,0.34403576658367796
